B,C,N,F,Na,Mg,Al,G - Al,Si,P,Li,Be,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,A - Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,La,Ce,Pr,Nd,Pm,Cs,Ba,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,SGC,LPRD,IWCI,Calc. T,Calc T. (hr),Rxn. T,H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,He vol.%,N2 vol.%,TOS (min),F/W (mg.min/ml),CO Conversion,AN (1),AW (1),atomic radius (1),electronegativity (1),m. p. (1),b. p. (1),delta_fus H (1),density (1),ionization energy (1),Surface energy (1),AN (2),AW (2),atomic radius (2),electronegativity (2),m. p. (2),b. p. (2),delta_fus H (2),density (2),ionization energy (2),Surface energy (2),AN (3),AW (3),atomic radius (3),electronegativity (3),m. p. (3),b. p. (3),delta_fus H (3),density (3),ionization energy (3),Surface energy (3),AN (4),AW (4),atomic radius (4),electronegativity (4),m. p. (4),b. p. (4),delta_fus H (4),density (4),ionization energy (4),Surface energy (4)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7946973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205302705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,302,0,0,10,3,0,0,0,0,60,0.5,44.2,2195.48334,4776.872775,175.6386672,153.6838338,193701.5075,355269.1224,1412.094967,450.0740848,681.4081726,192.6037658,16.01361096,40.05127284,0.363385787,0.468090167,419.1049413,841.3304837,4.551560962,4.41400815,1.83926587,0.303848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7946973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205302705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,326,0,0,10,3,0,0,0,0,60,0.5,61.4,2195.48334,4776.872775,175.6386672,153.6838338,193701.5075,355269.1224,1412.094967,450.0740848,681.4081726,192.6037658,16.01361096,40.05127284,0.363385787,0.468090167,419.1049413,841.3304837,4.551560962,4.41400815,1.83926587,0.303848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7946973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205302705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,352,0,0,10,3,0,0,0,0,60,0.5,79.8,2195.48334,4776.872775,175.6386672,153.6838338,193701.5075,355269.1224,1412.094967,450.0740848,681.4081726,192.6037658,16.01361096,40.05127284,0.363385787,0.468090167,419.1049413,841.3304837,4.551560962,4.41400815,1.83926587,0.303848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7946973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205302705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,383,0,0,10,3,0,0,0,0,60,0.5,94.4,2195.48334,4776.872775,175.6386672,153.6838338,193701.5075,355269.1224,1412.094967,450.0740848,681.4081726,192.6037658,16.01361096,40.05127284,0.363385787,0.468090167,419.1049413,841.3304837,4.551560962,4.41400815,1.83926587,0.303848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7946973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205302705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,411,0,0,10,3,0,0,0,0,60,0.5,96.1,2195.48334,4776.872775,175.6386672,153.6838338,193701.5075,355269.1224,1412.094967,450.0740848,681.4081726,192.6037658,16.01361096,40.05127284,0.363385787,0.468090167,419.1049413,841.3304837,4.551560962,4.41400815,1.83926587,0.303848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7946973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205302705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,448,0,0,10,3,0,0,0,0,60,0.5,95.2,2195.48334,4776.872775,175.6386672,153.6838338,193701.5075,355269.1224,1412.094967,450.0740848,681.4081726,192.6037658,16.01361096,40.05127284,0.363385787,0.468090167,419.1049413,841.3304837,4.551560962,4.41400815,1.83926587,0.303848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7946973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205302705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,153,0,0,10,3,0,0,0,0,60,0.5,1.04,2195.48334,4776.872775,175.6386672,153.6838338,193701.5075,355269.1224,1412.094967,450.0740848,681.4081726,192.6037658,16.01361096,40.05127284,0.363385787,0.468090167,419.1049413,841.3304837,4.551560962,4.41400815,1.83926587,0.303848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,180,0,0,10,3,0,0,0,0,60,0.5,1.02,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,211,0,0,10,3,0,0,0,0,60,0.5,4.14,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,239,0,0,10,3,0,0,0,0,60,0.5,9.14,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,264,0,0,10,3,0,0,0,0,60,0.5,15,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,281,0,0,10,3,0,0,0,0,60,0.5,20.6,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,329,0,0,10,3,0,0,0,0,60,0.5,45.7,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,350,0,0,10,3,0,0,0,0,60,0.5,68.7,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,368,0,0,10,3,0,0,0,0,60,0.5,82.1,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,418,0,0,10,3,0,0,0,0,60,0.5,96.3,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,460,0,0,10,3,0,0,0,0,60,0.5,94.6,2191.453221,4768.104151,175.3162577,153.4017255,193345.941,354616.9758,1409.502867,449.2479103,680.1573517,192.2502144,17.48204798,39.97775307,0.672087622,0.885757098,869.0520295,1541.528142,10.32994791,4.817275443,2.897707726,0.773095011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,191,0,0,10,3,0,0,0,0,60,0.5,1.23,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,232,0,0,10,3,0,0,0,0,60,0.5,6.01,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,276,0,0,10,3,0,0,0,0,60,0.5,15.6,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,309,0,0,10,3,0,0,0,0,60,0.5,32.5,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,335,0,0,10,3,0,0,0,0,60,0.5,50.1,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,345,0,0,10,3,0,0,0,0,60,0.5,62,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,358,0,0,10,3,0,0,0,0,60,0.5,80.8,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,388,0,0,10,3,0,0,0,0,60,0.5,93.6,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,407,0,0,10,3,0,0,0,0,60,0.5,95,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60448271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395517292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,436,0,0,10,3,0,0,0,0,60,0.5,95.4,2191.29862,4767.767774,175.3038896,153.3909034,193332.3009,354591.9584,1409.40343,449.216217,680.1093684,192.2366516,17.40276087,39.97493274,0.70402078,0.870138043,1031.113581,1749.372984,15.26301231,4.785759238,2.911205031,1.020434614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62429165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375708352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,249,0,0,10,3,0,0,0,0,60,0.5,2.02,2191.734416,4768.715968,175.3387533,153.4214091,193370.7501,354662.4783,1409.683727,449.3055553,680.2446258,192.2748829,17.28258418,39.9828828,0.634947115,0.826558374,686.8136525,1215.792226,6.289357809,4.508500222,3.132242958,0.503449191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62429165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375708352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,280,0,0,10,3,0,0,0,0,60,0.5,5.98,2191.734416,4768.715968,175.3387533,153.4214091,193370.7501,354662.4783,1409.683727,449.3055553,680.2446258,192.2748829,17.28258418,39.9828828,0.634947115,0.826558374,686.8136525,1215.792226,6.289357809,4.508500222,3.132242958,0.503449191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62429165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375708352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,309,0,0,10,3,0,0,0,0,60,0.5,10.8,2191.734416,4768.715968,175.3387533,153.4214091,193370.7501,354662.4783,1409.683727,449.3055553,680.2446258,192.2748829,17.28258418,39.9828828,0.634947115,0.826558374,686.8136525,1215.792226,6.289357809,4.508500222,3.132242958,0.503449191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62429165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375708352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,339,0,0,10,3,0,0,0,0,60,0.5,19.7,2191.734416,4768.715968,175.3387533,153.4214091,193370.7501,354662.4783,1409.683727,449.3055553,680.2446258,192.2748829,17.28258418,39.9828828,0.634947115,0.826558374,686.8136525,1215.792226,6.289357809,4.508500222,3.132242958,0.503449191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62429165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375708352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,364,0,0,10,3,0,0,0,0,60,0.5,29.1,2191.734416,4768.715968,175.3387533,153.4214091,193370.7501,354662.4783,1409.683727,449.3055553,680.2446258,192.2748829,17.28258418,39.9828828,0.634947115,0.826558374,686.8136525,1215.792226,6.289357809,4.508500222,3.132242958,0.503449191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62429165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375708352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,377,0,0,10,3,0,0,0,0,60,0.5,35.2,2191.734416,4768.715968,175.3387533,153.4214091,193370.7501,354662.4783,1409.683727,449.3055553,680.2446258,192.2748829,17.28258418,39.9828828,0.634947115,0.826558374,686.8136525,1215.792226,6.289357809,4.508500222,3.132242958,0.503449191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62429165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375708352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,650,3,389,0,0,10,3,0,0,0,0,60,0.5,42.1,2191.734416,4768.715968,175.3387533,153.4214091,193370.7501,354662.4783,1409.683727,449.3055553,680.2446258,192.2748829,17.28258418,39.9828828,0.634947115,0.826558374,686.8136525,1215.792226,6.289357809,4.508500222,3.132242958,0.503449191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
