Ru,Rh,Ir,Cu,Pt,Au,Pd,Al2O3,G - Al2O3,Al2O4,MgO,TiO2,ZEO,CeO2,MnO,Y2O3,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Fe2O4,Fe3O4,Sm2O3,Gd2O3,Yb2O3,CaO,NiO,Cr2O3,Ho2O3,BaO,Na2O,Nd2O3,Tm2O3,Er2O3,CuO,Mn2O3,Mo2C,Cs2O,YSZ,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Sr,Ba,Nd,Nb,A - MoC,Al,Si,Cr,IWI,SI,SGP,CP,HDP,WI,CI,UGC,SCT,FSP,ME,DP,SGC,LPRD,IWCI,Calc T (oC),Calc T. (hr),Temperature (C),H2 vol.%,O2 vol.%,CO2 vol.%,CO vol.%,H2O vol.%,CH4 vol.%,He vol.%,N2 vol.%,TOS (min),W/F (mg.min/ml),CO_Conversion
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,2,85
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,2,93.4
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,2,92.8
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,290,0,0,0,4.498,30.6,0,0,0,60,2,90
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,290,0,0,0,4.498,30.6,0,0,0,60,2,93.2
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,290,0,0,0,4.498,30.6,0,0,0,60,2,94.9
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,320,0,0,0,4.498,30.6,0,0,0,60,2,92
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,320,0,0,0,4.498,30.6,0,0,0,60,2,93.3
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,320,0,0,0,4.498,30.6,0,0,0,60,2,95.8
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,350,0,0,0,4.498,30.6,0,0,0,60,2,93.1
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,350,0,0,0,4.498,30.6,0,0,0,60,2,93.3
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,350,0,0,0,4.498,30.6,0,0,0,60,2,95.8
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,200,0,0,0,4.498,30.6,0,0,0,60,1.04,40.2
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,200,0,0,0,4.498,30.6,0,0,0,60,0.69,30.1
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,230,0,0,0,4.498,30.6,0,0,0,60,1.04,64.6
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,230,0,0,0,4.498,30.6,0,0,0,60,0.69,54.7
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,1.04,75.5
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,0.69,71.3
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,200,0,0,0,4.498,30.6,0,0,0,60,1.04,51.2
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,200,0,0,0,4.498,30.6,0,0,0,60,0.69,40.3
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,230,0,0,0,4.498,30.6,0,0,0,60,1.04,82.2
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,230,0,0,0,4.498,30.6,0,0,0,60,0.69,75.8
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,1.04,90.2
0,0,0,0,0,2.631430995,0,0,0,0,0,0,0,97.36856901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,0.69,86.4
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,200,0,0,0,4.498,30.6,0,0,0,60,1.04,59.2
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,200,0,0,0,4.498,30.6,0,0,0,60,0.69,45.9
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,230,0,0,0,4.498,30.6,0,0,0,60,1.04,81.8
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,230,0,0,0,4.498,30.6,0,0,0,60,0.69,74.6
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,1.04,92.2
0,0,0,0,0,4.39685609,0,0,0,0,0,0,0,95.60314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,260,0,0,0,4.498,30.6,0,0,0,60,0.69,91.9
0,0,0,0,0.883295878,0,0,0,0,0,0,0,0,99.11670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,120,0,0,0,4,2.6,0,0,0,60,2,1.41
0,0,0,0,0.883295878,0,0,0,0,0,0,0,0,99.11670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,160,0,0,0,4,2.6,0,0,0,60,2,0.282
0,0,0,0,0.883295878,0,0,0,0,0,0,0,0,99.11670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,200,0,0,0,4,2.6,0,0,0,60,2,1.27
0,0,0,0,0.883295878,0,0,0,0,0,0,0,0,99.11670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,240,0,0,0,4,2.6,0,0,0,60,2,5.77
0,0,0,0,0.883295878,0,0,0,0,0,0,0,0,99.11670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,280,0,0,0,4,2.6,0,0,0,60,2,14.2
0,0,0,0,0.883295878,0,0,0,0,0,0,0,0,99.11670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,320,0,0,0,4,2.6,0,0,0,60,2,17.3
0,0,0,0,0.883295878,0,0,0,0,0,0,0,0,99.11670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,360,0,0,0,4,2.6,0,0,0,60,2,18.3
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,120,0,0,0,4,2.6,0,0,0,60,2,0.563
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,160,0,0,0,4,2.6,0,0,0,60,2,0.282
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,200,0,0,0,4,2.6,0,0,0,60,2,0.986
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,240,0,0,0,4,2.6,0,0,0,60,2,5.21
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,280,0,0,0,4,2.6,0,0,0,60,2,8.31
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,320,0,0,0,4,2.6,0,0,0,60,2,9.15
0,0,0,0,0,0.874927369,0,0,0,0,0,0,0,99.12507263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,360,0,0,0,4,2.6,0,0,0,60,2,5.63
0,0,0,0,0,2.446083468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.55391653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400,2,120,0,0,0,4,2.6,0,0,0,60,2,0.282
0,0,0,0,0,2.446083468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.55391653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400,2,160,0,0,0,4,2.6,0,0,0,60,2,0.141
0,0,0,0,0,2.446083468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.55391653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400,2,240,0,0,0,4,2.6,0,0,0,60,2,3.24
